data,label
10_0.0_10-21d,0.0
10_0.0_10-21g,0.0
10_0.0_10-21t,0.0
10_0.0_10-22a,0.0
10_0.0_10-22b,0.0
10_0.0_10-22d,0.0
10_0.0_10-22g,0.0
10_0.0_10-22t,0.0
10_0.0_10-23a,0.0
10_0.0_10-23b,0.0
10_0.0_10-23d,0.0
10_0.0_10-23g,0.0
10_0.0_10-23t,0.0
10_0.0_10-24a,0.0
10_0.0_10-24b,0.0
10_0.0_10-24d,0.0
10_0.0_10-24g,0.0
10_0.0_10-24t,0.0
10_0.0_10-25a,0.0
10_0.0_10-25b,0.0
10_0.0_10-25d,0.0
10_0.0_10-25g,0.0
10_0.0_10-25t,0.0
10_0.0_10-26a,0.0
10_0.0_10-26b,0.0
10_0.0_10-26d,0.0
10_0.0_10-26g,0.0
10_0.0_10-26t,0.0
10_0.0_10-27a,0.0
10_0.0_10-27b,0.0
10_0.0_10-27d,0.0
10_0.0_10-27g,0.0
10_0.0_10-27t,0.0
10_0.0_10-28a,0.0
10_0.0_10-28b,0.0
10_0.0_10-28d,0.0
10_0.0_10-28g,0.0
10_0.0_10-28t,0.0
10_0.0_10-29a,0.0
10_0.0_10-29b,0.0
10_0.0_10-29d,0.0
10_0.0_10-29g,0.0
10_0.0_10-29t,0.0
10_0.0_10-2a,0.0
10_0.0_10-2b,0.0
10_0.0_10-2d,0.0
10_0.0_10-2g,0.0
10_0.0_10-2t,0.0
10_0.0_10-30a,0.0
10_0.0_10-30b,0.0
10_0.0_10-30d,0.0
10_0.0_10-30g,0.0
10_0.0_10-30t,0.0
10_0.0_10-31a,0.0
10_0.0_10-31b,0.0
10_0.0_10-31d,0.0
10_0.0_10-31g,0.0
10_0.0_10-31t,0.0
10_0.0_10-32a,0.0
10_0.0_10-32b,0.0
10_0.0_10-32d,0.0
10_0.0_10-32g,0.0
10_0.0_10-32t,0.0
10_0.0_10-33a,0.0
10_0.0_10-33b,0.0
10_0.0_10-33d,0.0
10_0.0_10-33g,0.0
10_0.0_10-33t,0.0
10_0.0_10-34a,0.0
10_0.0_10-34b,0.0
10_0.0_10-34d,0.0
10_0.0_10-34g,0.0
10_0.0_10-34t,0.0
10_0.0_10-3a,0.0
10_0.0_10-3b,0.0
10_0.0_10-3d,0.0
10_0.0_10-3g,0.0
10_0.0_10-3t,0.0
10_0.0_10-4a,0.0
10_0.0_10-4b,0.0
10_0.0_10-4d,0.0
10_0.0_10-4g,0.0
10_0.0_10-4t,0.0
10_0.0_10-5a,0.0
10_0.0_10-5b,0.0
10_0.0_10-5d,0.0
10_0.0_10-5g,0.0
10_0.0_10-5t,0.0
10_0.0_10-6a,0.0
10_0.0_10-6b,0.0
10_0.0_10-6d,0.0
10_0.0_10-6g,0.0
10_0.0_10-6t,0.0
10_0.0_10-7a,0.0
10_0.0_10-7b,0.0
10_0.0_10-7d,0.0
10_0.0_10-7g,0.0
10_0.0_10-7t,0.0
10_0.0_10-8a,0.0
10_0.0_10-8b,0.0
10_0.0_10-8d,0.0
10_0.0_10-8g,0.0
10_0.0_10-8t,0.0
10_0.0_10-9a,0.0
10_0.0_10-9b,0.0
10_0.0_10-9d,0.0
10_0.0_10-9g,0.0
10_0.0_10-9t,0.0
10_0.0_15-0a,0.0
10_0.0_15-0b,0.0
10_0.0_15-0d,0.0
10_0.0_15-0g,0.0
10_0.0_15-0t,0.0
10_0.0_15-10a,0.0
10_0.0_15-10b,0.0
10_0.0_15-10d,0.0
10_0.0_15-10g,0.0
10_0.0_15-10t,0.0
10_0.0_15-11a,0.0
10_0.0_15-11b,0.0
10_0.0_15-11d,0.0
10_0.0_15-11g,0.0
10_0.0_15-11t,0.0
10_0.0_15-12a,0.0
10_0.0_15-12b,0.0
10_0.0_15-12d,0.0
10_0.0_15-12g,0.0
10_0.0_15-12t,0.0
10_0.0_15-13a,0.0
10_0.0_15-13b,0.0
10_0.0_15-13d,0.0
10_0.0_15-13g,0.0
10_0.0_15-13t,0.0
10_0.0_15-14a,0.0
10_0.0_15-14b,0.0
10_0.0_15-14d,0.0
10_0.0_15-14g,0.0
10_0.0_15-14t,0.0
10_0.0_15-15a,0.0
10_0.0_15-15b,0.0
10_0.0_15-15d,0.0
10_0.0_15-15g,0.0
10_0.0_15-15t,0.0
10_0.0_15-16a,0.0
10_0.0_15-16b,0.0
10_0.0_15-16d,0.0
10_0.0_15-16g,0.0
10_0.0_15-16t,0.0
10_0.0_15-17a,0.0
10_0.0_15-17b,0.0
10_0.0_15-17d,0.0
10_0.0_15-17g,0.0
10_0.0_15-17t,0.0
10_0.0_15-18a,0.0
10_0.0_15-18b,0.0
10_0.0_15-18d,0.0
10_0.0_15-18g,0.0
10_0.0_15-18t,0.0
10_0.0_15-19a,0.0
10_0.0_15-19b,0.0
10_0.0_15-19d,0.0
10_0.0_15-19g,0.0
10_0.0_15-19t,0.0
10_0.0_15-1a,0.0
10_0.0_15-1b,0.0
10_0.0_15-1d,0.0
10_0.0_15-1g,0.0
10_0.0_15-1t,0.0
10_0.0_15-20a,0.0
10_0.0_15-20b,0.0
10_0.0_15-20d,0.0
10_0.0_15-20g,0.0
10_0.0_15-20t,0.0
10_0.0_15-21a,0.0
10_0.0_15-21b,0.0
10_0.0_15-21d,0.0
10_0.0_15-21g,0.0
10_0.0_15-21t,0.0
10_0.0_15-22a,0.0
10_0.0_15-22b,0.0
10_0.0_15-22d,0.0
10_0.0_15-22g,0.0
10_0.0_15-22t,0.0
10_0.0_15-23a,0.0
10_0.0_15-23b,0.0
10_0.0_15-23d,0.0
10_0.0_15-23g,0.0
10_0.0_15-23t,0.0
10_0.0_15-24a,0.0
10_0.0_15-24b,0.0
10_0.0_15-24d,0.0
10_0.0_15-24g,0.0
10_0.0_15-24t,0.0
10_0.0_15-25a,0.0
10_0.0_15-25b,0.0
10_0.0_15-25d,0.0
10_0.0_15-25g,0.0
10_0.0_15-25t,0.0
10_0.0_15-26a,0.0
10_0.0_15-26b,0.0
10_0.0_15-26d,0.0
10_0.0_15-26g,0.0
10_0.0_15-26t,0.0
10_0.0_15-27a,0.0
10_0.0_15-27b,0.0
10_0.0_15-27d,0.0
10_0.0_15-27g,0.0
10_0.0_15-27t,0.0
10_0.0_15-28a,0.0
10_0.0_15-28b,0.0
10_0.0_15-28d,0.0
10_0.0_15-28g,0.0
10_0.0_15-28t,0.0
10_0.0_15-29a,0.0
10_0.0_15-29b,0.0
10_0.0_15-29d,0.0
10_0.0_15-29g,0.0
10_0.0_15-29t,0.0
10_0.0_15-2a,0.0
10_0.0_15-2b,0.0
10_0.0_15-2d,0.0
10_0.0_15-2g,0.0
10_0.0_15-2t,0.0
10_0.0_15-30a,0.0
10_0.0_15-30b,0.0
10_0.0_15-30d,0.0
10_0.0_15-30g,0.0
10_0.0_15-30t,0.0
10_0.0_15-31a,0.0
10_0.0_15-31b,0.0
10_0.0_15-31d,0.0
10_0.0_15-31g,0.0
10_0.0_15-31t,0.0
10_0.0_15-32a,0.0
10_0.0_15-32b,0.0
10_0.0_15-32d,0.0
10_0.0_15-32g,0.0
10_0.0_15-32t,0.0
10_0.0_15-33a,0.0
10_0.0_15-33b,0.0
10_0.0_15-33d,0.0
10_0.0_15-33g,0.0
10_0.0_15-33t,0.0
10_0.0_15-34a,0.0
10_0.0_15-34b,0.0
10_0.0_15-34d,0.0
10_0.0_15-34g,0.0
10_0.0_15-34t,0.0
10_0.0_15-35a,0.0
10_0.0_15-35b,0.0
10_0.0_15-35d,0.0
10_0.0_15-35g,0.0
10_0.0_15-35t,0.0
10_0.0_15-36a,0.0
10_0.0_15-36b,0.0
10_0.0_15-36d,0.0
10_0.0_15-36g,0.0
10_0.0_15-36t,0.0
10_0.0_15-37a,0.0
10_0.0_15-37b,0.0
10_0.0_15-37d,0.0
10_0.0_15-37g,0.0
10_0.0_15-37t,0.0
10_0.0_15-3a,0.0
10_0.0_15-3b,0.0
10_0.0_15-3d,0.0
10_0.0_15-3g,0.0
10_0.0_15-3t,0.0
10_0.0_15-4a,0.0
10_0.0_15-4b,0.0
10_0.0_15-4d,0.0
10_0.0_15-4g,0.0
10_0.0_15-4t,0.0
10_0.0_15-5a,0.0
10_0.0_15-5b,0.0
10_0.0_15-5d,0.0
10_0.0_15-5g,0.0
10_0.0_15-5t,0.0
10_0.0_15-6a,0.0
10_0.0_15-6b,0.0
10_0.0_15-6d,0.0
10_0.0_15-6g,0.0
10_0.0_15-6t,0.0
10_0.0_15-7a,0.0
10_0.0_15-7b,0.0
10_0.0_15-7d,0.0
10_0.0_15-7g,0.0
10_0.0_15-7t,0.0
10_0.0_15-8a,0.0
10_0.0_15-8b,0.0
10_0.0_15-8d,0.0
10_0.0_15-8g,0.0
10_0.0_15-8t,0.0
10_0.0_15-9a,0.0
10_0.0_15-9b,0.0
10_0.0_15-9d,0.0
10_0.0_15-9g,0.0
10_0.0_15-9t,0.0
10_0.0_19-0a,0.0
10_0.0_19-0b,0.0
10_0.0_19-0d,0.0
10_0.0_19-0g,0.0
10_0.0_19-0t,0.0
10_0.0_19-10a,0.0
10_0.0_19-10b,0.0
10_0.0_19-10d,0.0
10_0.0_19-10g,0.0
10_0.0_19-10t,0.0
10_0.0_19-11a,0.0
10_0.0_19-11b,0.0
10_0.0_19-11d,0.0
10_0.0_19-11g,0.0
10_0.0_19-11t,0.0
10_0.0_19-12a,0.0
10_0.0_19-12b,0.0
10_0.0_19-12d,0.0
10_0.0_19-12g,0.0
10_0.0_19-12t,0.0
10_0.0_19-13a,0.0
10_0.0_19-13b,0.0
10_0.0_19-13d,0.0
10_0.0_19-13g,0.0
10_0.0_19-13t,0.0
10_0.0_19-14a,0.0
10_0.0_19-14b,0.0
10_0.0_19-14d,0.0
10_0.0_19-14g,0.0
10_0.0_19-14t,0.0
10_0.0_19-15a,0.0
10_0.0_19-15b,0.0
10_0.0_19-15d,0.0
10_0.0_19-15g,0.0
10_0.0_19-15t,0.0
10_0.0_19-16a,0.0
10_0.0_19-16b,0.0
10_0.0_19-16d,0.0
10_0.0_19-16g,0.0
10_0.0_19-16t,0.0
10_0.0_19-17a,0.0
10_0.0_19-17b,0.0
10_0.0_19-17d,0.0
10_0.0_19-17g,0.0
10_0.0_19-17t,0.0
10_0.0_19-18a,0.0
10_0.0_19-18b,0.0
10_0.0_19-18d,0.0
10_0.0_19-18g,0.0
10_0.0_19-18t,0.0
10_0.0_19-19a,0.0
10_0.0_19-19b,0.0
10_0.0_19-19d,0.0
10_0.0_19-19g,0.0
10_0.0_19-19t,0.0
10_0.0_19-1a,0.0
10_0.0_19-1b,0.0
10_0.0_19-1d,0.0
10_0.0_19-1g,0.0
10_0.0_19-1t,0.0
10_0.0_19-20a,0.0
10_0.0_19-20b,0.0
10_0.0_19-20d,0.0
10_0.0_19-20g,0.0
10_0.0_19-20t,0.0
10_0.0_19-21a,0.0
10_0.0_19-21b,0.0
10_0.0_19-21d,0.0
10_0.0_19-21g,0.0
10_0.0_19-21t,0.0
10_0.0_19-22a,0.0
10_0.0_19-22b,0.0
10_0.0_19-22d,0.0
10_0.0_19-22g,0.0
10_0.0_19-22t,0.0
10_0.0_19-23a,0.0
10_0.0_19-23b,0.0
10_0.0_19-23d,0.0
10_0.0_19-23g,0.0
10_0.0_19-23t,0.0
10_0.0_19-24a,0.0
10_0.0_19-24b,0.0
10_0.0_19-24d,0.0
10_0.0_19-24g,0.0
10_0.0_19-24t,0.0
10_0.0_19-25a,0.0
10_0.0_19-25b,0.0
10_0.0_19-25d,0.0
10_0.0_19-25g,0.0
10_0.0_19-25t,0.0
10_0.0_19-26a,0.0
10_0.0_19-26b,0.0
10_0.0_19-26d,0.0
10_0.0_19-26g,0.0
10_0.0_19-26t,0.0
10_0.0_19-27a,0.0
10_0.0_19-27b,0.0
10_0.0_19-27d,0.0
10_0.0_19-27g,0.0
10_0.0_19-27t,0.0
10_0.0_19-28a,0.0
10_0.0_19-28b,0.0
10_0.0_19-28d,0.0
10_0.0_19-28g,0.0
10_0.0_19-28t,0.0
10_0.0_19-29a,0.0
10_0.0_19-29b,0.0
10_0.0_19-29d,0.0
10_0.0_19-29g,0.0
10_0.0_19-29t,0.0
10_0.0_19-2a,0.0
10_0.0_19-2b,0.0
10_0.0_19-2d,0.0
10_0.0_19-2g,0.0
10_0.0_19-2t,0.0
10_0.0_19-30a,0.0
10_0.0_19-30b,0.0
10_0.0_19-30d,0.0
10_0.0_19-30g,0.0
10_0.0_19-30t,0.0
10_0.0_19-3a,0.0
10_0.0_19-3b,0.0
10_0.0_19-3d,0.0
10_0.0_19-3g,0.0
10_0.0_19-3t,0.0
10_0.0_19-4a,0.0
10_0.0_19-4b,0.0
10_0.0_19-4d,0.0
10_0.0_19-4g,0.0
10_0.0_19-4t,0.0
10_0.0_19-5a,0.0
10_0.0_19-5b,0.0
10_0.0_19-5d,0.0
10_0.0_19-5g,0.0
10_0.0_19-5t,0.0
10_0.0_19-6a,0.0
10_0.0_19-6b,0.0
10_0.0_19-6d,0.0
10_0.0_19-6g,0.0
10_0.0_19-6t,0.0
10_0.0_19-7a,0.0
10_0.0_19-7b,0.0
10_0.0_19-7d,0.0
10_0.0_19-7g,0.0
10_0.0_19-7t,0.0
10_0.0_19-8a,0.0
10_0.0_19-8b,0.0
10_0.0_19-8d,0.0
10_0.0_19-8g,0.0
10_0.0_19-8t,0.0
10_0.0_19-9a,0.0
10_0.0_19-9b,0.0
10_0.0_19-9d,0.0
10_0.0_19-9g,0.0
10_0.0_19-9t,0.0
10_0.0_22-0a,0.0
10_0.0_22-0b,0.0
10_0.0_22-0d,0.0
10_0.0_22-0g,0.0
10_0.0_22-0t,0.0
10_0.0_22-10a,0.0
10_0.0_22-10b,0.0
10_0.0_22-10d,0.0
10_0.0_22-10g,0.0
10_0.0_22-10t,0.0
10_0.0_22-11a,0.0
10_0.0_22-11b,0.0
10_0.0_22-11d,0.0
10_0.0_22-11g,0.0
10_0.0_22-11t,0.0
10_0.0_22-12a,0.0
10_0.0_22-12b,0.0
10_0.0_22-12d,0.0
10_0.0_22-12g,0.0
10_0.0_22-12t,0.0
10_0.0_22-13a,0.0
10_0.0_22-13b,0.0
10_0.0_22-13d,0.0
10_0.0_22-13g,0.0
10_0.0_22-13t,0.0
10_0.0_22-14a,0.0
10_0.0_22-14b,0.0
10_0.0_22-14d,0.0
10_0.0_22-14g,0.0
10_0.0_22-14t,0.0
10_0.0_22-15a,0.0
10_0.0_22-15b,0.0
10_0.0_22-15d,0.0
10_0.0_22-15g,0.0
10_0.0_22-15t,0.0
10_0.0_22-16a,0.0
10_0.0_22-16b,0.0
10_0.0_22-16d,0.0
10_0.0_22-16g,0.0
10_0.0_22-16t,0.0
10_0.0_22-17a,0.0
10_0.0_22-17b,0.0
10_0.0_22-17d,0.0
10_0.0_22-17g,0.0
10_0.0_22-17t,0.0
10_0.0_22-18a,0.0
10_0.0_22-18b,0.0
10_0.0_22-18d,0.0
10_0.0_22-18g,0.0
10_0.0_22-18t,0.0
10_0.0_22-19a,0.0
10_0.0_22-19b,0.0
10_0.0_22-19d,0.0
10_0.0_22-19g,0.0
10_0.0_22-19t,0.0
10_0.0_22-1a,0.0
10_0.0_22-1b,0.0
10_0.0_22-1d,0.0
10_0.0_22-1g,0.0
10_0.0_22-1t,0.0
10_0.0_22-20a,0.0
10_0.0_22-20b,0.0
10_0.0_22-20d,0.0
10_0.0_22-20g,0.0
10_0.0_22-20t,0.0
10_0.0_22-21a,0.0
10_0.0_22-21b,0.0
10_0.0_22-21d,0.0
10_0.0_22-21g,0.0
10_0.0_22-21t,0.0
10_0.0_22-22a,0.0
10_0.0_22-22b,0.0
10_0.0_22-22d,0.0
10_0.0_22-22g,0.0
10_0.0_22-22t,0.0
10_0.0_22-23a,0.0
10_0.0_22-23b,0.0
10_0.0_22-23d,0.0
10_0.0_22-23g,0.0
10_0.0_22-23t,0.0
10_0.0_22-24a,0.0
10_0.0_22-24b,0.0
10_0.0_22-24d,0.0
10_0.0_22-24g,0.0
10_0.0_22-24t,0.0
10_0.0_22-25a,0.0
10_0.0_22-25b,0.0
10_0.0_22-25d,0.0
10_0.0_22-25g,0.0
10_0.0_22-25t,0.0
10_0.0_22-26a,0.0
10_0.0_22-26b,0.0
10_0.0_22-26d,0.0
10_0.0_22-26g,0.0
10_0.0_22-26t,0.0
10_0.0_22-27a,0.0
10_0.0_22-27b,0.0
10_0.0_22-27d,0.0
10_0.0_22-27g,0.0
10_0.0_22-27t,0.0
10_0.0_22-28a,0.0
10_0.0_22-28b,0.0
10_0.0_22-28d,0.0
10_0.0_22-28g,0.0
10_0.0_22-28t,0.0
10_0.0_22-29a,0.0
10_0.0_22-29b,0.0
10_0.0_22-29d,0.0
10_0.0_22-29g,0.0
10_0.0_22-29t,0.0
10_0.0_22-2a,0.0
10_0.0_22-2b,0.0
10_0.0_22-2d,0.0
10_0.0_22-2g,0.0
10_0.0_22-2t,0.0
10_0.0_22-30a,0.0
10_0.0_22-30b,0.0
10_0.0_22-30d,0.0
10_0.0_22-30g,0.0
10_0.0_22-30t,0.0
10_0.0_22-31a,0.0
10_0.0_22-31b,0.0
10_0.0_22-31d,0.0
10_0.0_22-31g,0.0
10_0.0_22-31t,0.0
10_0.0_22-32a,0.0
10_0.0_22-32b,0.0
10_0.0_22-32d,0.0
10_0.0_22-32g,0.0
10_0.0_22-32t,0.0
10_0.0_22-33a,0.0
10_0.0_22-33b,0.0
10_0.0_22-33d,0.0
10_0.0_22-33g,0.0
10_0.0_22-33t,0.0
10_0.0_22-34a,0.0
10_0.0_22-34b,0.0
10_0.0_22-34d,0.0
10_0.0_22-34g,0.0
10_0.0_22-34t,0.0
10_0.0_22-35a,0.0
10_0.0_22-35b,0.0
10_0.0_22-35d,0.0
10_0.0_22-35g,0.0
10_0.0_22-35t,0.0
10_0.0_22-36a,0.0
10_0.0_22-36b,0.0
10_0.0_22-36d,0.0
10_0.0_22-36g,0.0
10_0.0_22-36t,0.0
10_0.0_22-37a,0.0
10_0.0_22-37b,0.0
10_0.0_22-37d,0.0
10_0.0_22-37g,0.0
10_0.0_22-37t,0.0
10_0.0_22-38a,0.0
10_0.0_22-38b,0.0
10_0.0_22-38d,0.0
10_0.0_22-38g,0.0
10_0.0_22-38t,0.0
10_0.0_22-39a,0.0
10_0.0_22-39b,0.0
10_0.0_22-39d,0.0
10_0.0_22-39g,0.0
10_0.0_22-39t,0.0
10_0.0_22-3a,0.0
10_0.0_22-3b,0.0
10_0.0_22-3d,0.0
10_0.0_22-3g,0.0
10_0.0_22-3t,0.0
10_0.0_22-40a,0.0
10_0.0_22-40b,0.0
10_0.0_22-40d,0.0
10_0.0_22-40g,0.0
10_0.0_22-40t,0.0
10_0.0_22-41a,0.0
10_0.0_22-41b,0.0
10_0.0_22-41d,0.0
10_0.0_22-41g,0.0
10_0.0_22-41t,0.0
10_0.0_22-42a,0.0
10_0.0_22-42b,0.0
10_0.0_22-42d,0.0
10_0.0_22-42g,0.0
10_0.0_22-42t,0.0
10_0.0_22-43a,0.0
10_0.0_22-43b,0.0
10_0.0_22-43d,0.0
10_0.0_22-43g,0.0
10_0.0_22-43t,0.0
10_0.0_22-44a,0.0
10_0.0_22-44b,0.0
10_0.0_22-44d,0.0
10_0.0_22-44g,0.0
10_0.0_22-44t,0.0
10_0.0_22-45a,0.0
10_0.0_22-45b,0.0
10_0.0_22-45d,0.0
10_0.0_22-45g,0.0
10_0.0_22-45t,0.0
10_0.0_22-46a,0.0
10_0.0_22-46b,0.0
10_0.0_22-46d,0.0
10_0.0_22-46g,0.0
10_0.0_22-46t,0.0
10_0.0_22-47a,0.0
10_0.0_22-47b,0.0
10_0.0_22-47d,0.0
10_0.0_22-47g,0.0
10_0.0_22-47t,0.0
10_0.0_22-48a,0.0
10_0.0_22-48b,0.0
10_0.0_22-48d,0.0
10_0.0_22-48g,0.0
10_0.0_22-48t,0.0
10_0.0_22-49a,0.0
10_0.0_22-49b,0.0
10_0.0_22-49d,0.0
10_0.0_22-49g,0.0
10_0.0_22-49t,0.0
10_0.0_22-4a,0.0
10_0.0_22-4b,0.0
10_0.0_22-4d,0.0
10_0.0_22-4g,0.0
10_0.0_22-4t,0.0
10_0.0_22-50a,0.0
10_0.0_22-50b,0.0
10_0.0_22-50d,0.0
10_0.0_22-50g,0.0
10_0.0_22-50t,0.0
10_0.0_22-51a,0.0
10_0.0_22-51b,0.0
10_0.0_22-51d,0.0
10_0.0_22-51g,0.0
10_0.0_22-51t,0.0
10_0.0_22-52a,0.0
10_0.0_22-52b,0.0
10_0.0_22-52d,0.0
10_0.0_22-52g,0.0
10_0.0_22-52t,0.0
10_0.0_22-53a,0.0
10_0.0_22-53b,0.0
10_0.0_22-53d,0.0
10_0.0_22-53g,0.0
10_0.0_22-53t,0.0
10_0.0_22-54a,0.0
10_0.0_22-54b,0.0
10_0.0_22-54d,0.0
10_0.0_22-54g,0.0
10_0.0_22-54t,0.0
10_0.0_22-55a,0.0
10_0.0_22-55b,0.0
10_0.0_22-55d,0.0
10_0.0_22-55g,0.0
10_0.0_22-55t,0.0
10_0.0_22-56a,0.0
10_0.0_22-56b,0.0
10_0.0_22-56d,0.0
10_0.0_22-56g,0.0
10_0.0_22-56t,0.0
10_0.0_22-57a,0.0
10_0.0_22-57b,0.0
10_0.0_22-57d,0.0
10_0.0_22-57g,0.0
10_0.0_22-57t,0.0
10_0.0_22-58a,0.0
10_0.0_22-58b,0.0
10_0.0_22-58d,0.0
10_0.0_22-58g,0.0
10_0.0_22-58t,0.0
10_0.0_22-59a,0.0
10_0.0_22-59b,0.0
10_0.0_22-59d,0.0
10_0.0_22-59g,0.0
10_0.0_22-59t,0.0
10_0.0_22-5a,0.0
10_0.0_22-5b,0.0
10_0.0_22-5d,0.0
10_0.0_22-5g,0.0
10_0.0_22-5t,0.0
10_0.0_22-6a,0.0
10_0.0_22-6b,0.0
10_0.0_22-6d,0.0
10_0.0_22-6g,0.0
10_0.0_22-6t,0.0
10_0.0_22-7a,0.0
10_0.0_22-7b,0.0
10_0.0_22-7d,0.0
10_0.0_22-7g,0.0
10_0.0_22-7t,0.0
10_0.0_22-8a,0.0
10_0.0_22-8b,0.0
10_0.0_22-8d,0.0
10_0.0_22-8g,0.0
10_0.0_22-8t,0.0
10_0.0_22-9a,0.0
10_0.0_22-9b,0.0
10_0.0_22-9d,0.0
10_0.0_22-9g,0.0
10_0.0_22-9t,0.0
10_0.0_30-0a,0.0
10_0.0_30-0b,0.0
10_0.0_30-0d,0.0
10_0.0_30-0g,0.0
10_0.0_30-0t,0.0
10_0.0_30-10a,0.0
10_0.0_30-10b,0.0
10_0.0_30-10d,0.0
10_0.0_30-10g,0.0
10_0.0_30-10t,0.0
10_0.0_30-11a,0.0
10_0.0_30-11b,0.0
10_0.0_30-11d,0.0
10_0.0_30-11g,0.0
10_0.0_30-11t,0.0
10_0.0_30-12a,0.0
10_0.0_30-12b,0.0
10_0.0_30-12d,0.0
10_0.0_30-12g,0.0
10_0.0_30-12t,0.0
10_0.0_30-13a,0.0
10_0.0_30-13b,0.0
10_0.0_30-13d,0.0
10_0.0_30-13g,0.0
10_0.0_30-13t,0.0
10_0.0_30-14a,0.0
10_0.0_30-14b,0.0
10_0.0_30-14d,0.0
10_0.0_30-14g,0.0
10_0.0_30-14t,0.0
10_0.0_30-15a,0.0
10_0.0_30-15b,0.0
10_0.0_30-15d,0.0
10_0.0_30-15g,0.0
10_0.0_30-15t,0.0
10_0.0_30-16a,0.0
10_0.0_30-16b,0.0
10_0.0_30-16d,0.0
10_0.0_30-16g,0.0
10_0.0_30-16t,0.0
10_0.0_30-17a,0.0
10_0.0_30-17b,0.0
10_0.0_30-17d,0.0
10_0.0_30-17g,0.0
10_0.0_30-17t,0.0
10_0.0_30-18a,0.0
10_0.0_30-18b,0.0
10_0.0_30-18d,0.0
10_0.0_30-18g,0.0
10_0.0_30-18t,0.0
10_0.0_30-1a,0.0
10_0.0_30-1b,0.0
10_0.0_30-1d,0.0
10_0.0_30-1g,0.0
10_0.0_30-1t,0.0
10_0.0_30-2a,0.0
10_0.0_30-2b,0.0
10_0.0_30-2d,0.0
10_0.0_30-2g,0.0
10_0.0_30-2t,0.0
10_0.0_30-3a,0.0
10_0.0_30-3b,0.0
10_0.0_30-3d,0.0
10_0.0_30-3g,0.0
10_0.0_30-3t,0.0
10_0.0_30-4a,0.0
10_0.0_30-4b,0.0
10_0.0_30-4d,0.0
10_0.0_30-4g,0.0
10_0.0_30-4t,0.0
10_0.0_30-5a,0.0
10_0.0_30-5b,0.0
10_0.0_30-5d,0.0
10_0.0_30-5g,0.0
10_0.0_30-5t,0.0
10_0.0_30-6a,0.0
10_0.0_30-6b,0.0
10_0.0_30-6d,0.0
10_0.0_30-6g,0.0
10_0.0_30-6t,0.0
10_0.0_30-7a,0.0
10_0.0_30-7b,0.0
10_0.0_30-7d,0.0
10_0.0_30-7g,0.0
10_0.0_30-7t,0.0
10_0.0_30-8a,0.0
10_0.0_30-8b,0.0
10_0.0_30-8d,0.0
10_0.0_30-8g,0.0
10_0.0_30-8t,0.0
10_0.0_30-9a,0.0
10_0.0_30-9b,0.0
10_0.0_30-9d,0.0
10_0.0_30-9g,0.0
10_0.0_30-9t,0.0
10_0.0_34-0a,0.0
10_0.0_34-0b,0.0
10_0.0_34-0d,0.0
10_0.0_34-0g,0.0
10_0.0_34-0t,0.0
10_0.0_34-10a,0.0
10_0.0_34-10b,0.0
10_0.0_34-10d,0.0
10_0.0_34-10g,0.0
10_0.0_34-10t,0.0
10_0.0_34-11a,0.0
10_0.0_34-11b,0.0
10_0.0_34-11d,0.0
10_0.0_34-11g,0.0
10_0.0_34-11t,0.0
10_0.0_34-12a,0.0
10_0.0_34-12b,0.0
