data,label
10_0.0_34-1,0.0
10_0.0_34-10,0.0
10_0.0_34-11,0.0
10_0.0_34-12,0.0
10_0.0_34-13,0.0
10_0.0_34-14,0.0
10_0.0_34-15,0.0
10_0.0_34-16,0.0
10_0.0_34-17,0.0
10_0.0_34-18,0.0
10_0.0_34-19,0.0
10_0.0_34-2,0.0
10_0.0_34-20,0.0
10_0.0_34-21,0.0
10_0.0_34-3,0.0
10_0.0_34-4,0.0
10_0.0_34-5,0.0
10_0.0_34-6,0.0
10_0.0_34-7,0.0
10_0.0_34-8,0.0
10_0.0_34-9,0.0
10_0.0_37-0,0.0
10_0.0_37-1,0.0
10_0.0_37-10,0.0
10_0.0_37-11,0.0
10_0.0_37-12,0.0
10_0.0_37-13,0.0
10_0.0_37-14,0.0
10_0.0_37-15,0.0
10_0.0_37-16,0.0
10_0.0_37-17,0.0
10_0.0_37-18,0.0
10_0.0_37-19,0.0
10_0.0_37-2,0.0
10_0.0_37-20,0.0
10_0.0_37-3,0.0
10_0.0_37-4,0.0
10_0.0_37-5,0.0
10_0.0_37-6,0.0
10_0.0_37-7,0.0
10_0.0_37-8,0.0
10_0.0_37-9,0.0
10_0.0_45-0,0.0
10_0.0_45-1,0.0
10_0.0_45-10,0.0
10_0.0_45-11,0.0
10_0.0_45-12,0.0
10_0.0_45-13,0.0
10_0.0_45-14,0.0
10_0.0_45-15,0.0
10_0.0_45-16,0.0
10_0.0_45-17,0.0
10_0.0_45-18,0.0
10_0.0_45-19,0.0
10_0.0_45-2,0.0
10_0.0_45-20,0.0
10_0.0_45-21,0.0
10_0.0_45-22,0.0
10_0.0_45-23,0.0
10_0.0_45-24,0.0
10_0.0_45-25,0.0
10_0.0_45-26,0.0
10_0.0_45-27,0.0
10_0.0_45-28,0.0
10_0.0_45-29,0.0
10_0.0_45-3,0.0
10_0.0_45-30,0.0
10_0.0_45-31,0.0
10_0.0_45-32,0.0
10_0.0_45-33,0.0
10_0.0_45-34,0.0
10_0.0_45-35,0.0
10_0.0_45-36,0.0
10_0.0_45-37,0.0
10_0.0_45-38,0.0
10_0.0_45-39,0.0
10_0.0_45-4,0.0
10_0.0_45-40,0.0
10_0.0_45-41,0.0
10_0.0_45-42,0.0
10_0.0_45-43,0.0
10_0.0_45-5,0.0
10_0.0_45-6,0.0
10_0.0_45-7,0.0
10_0.0_45-8,0.0
10_0.0_45-9,0.0
10_0.0_5-0,0.0
10_0.0_5-1,0.0
10_0.0_5-10,0.0
10_0.0_5-11,0.0
10_0.0_5-12,0.0
10_0.0_5-13,0.0
10_0.0_5-14,0.0
10_0.0_5-15,0.0
10_0.0_5-16,0.0
10_0.0_5-17,0.0
10_0.0_5-18,0.0
10_0.0_5-19,0.0
10_0.0_5-2,0.0
10_0.0_5-20,0.0
10_0.0_5-21,0.0
10_0.0_5-22,0.0
10_0.0_5-23,0.0
10_0.0_5-24,0.0
10_0.0_5-25,0.0
10_0.0_5-26,0.0
10_0.0_5-27,0.0
10_0.0_5-28,0.0
10_0.0_5-29,0.0
10_0.0_5-3,0.0
10_0.0_5-30,0.0
10_0.0_5-31,0.0
10_0.0_5-32,0.0
10_0.0_5-33,0.0
10_0.0_5-34,0.0
10_0.0_5-35,0.0
10_0.0_5-4,0.0
10_0.0_5-5,0.0
10_0.0_5-6,0.0
10_0.0_5-7,0.0
10_0.0_5-8,0.0
10_0.0_5-9,0.0
10_1.0_12-0,1.0
10_1.0_12-1,1.0
10_1.0_12-10,1.0
10_1.0_12-11,1.0
10_1.0_12-12,1.0
10_1.0_12-13,1.0
10_1.0_12-14,1.0
10_1.0_12-15,1.0
10_1.0_12-16,1.0
10_1.0_12-17,1.0
10_1.0_12-18,1.0
10_1.0_12-19,1.0
10_1.0_12-2,1.0
10_1.0_12-20,1.0
10_1.0_12-21,1.0
10_1.0_12-22,1.0
10_1.0_12-23,1.0
10_1.0_12-24,1.0
10_1.0_12-25,1.0
10_1.0_12-26,1.0
10_1.0_12-27,1.0
10_1.0_12-28,1.0
10_1.0_12-29,1.0
10_1.0_12-3,1.0
10_1.0_12-30,1.0
10_1.0_12-31,1.0
10_1.0_12-32,1.0
10_1.0_12-33,1.0
10_1.0_12-34,1.0
10_1.0_12-35,1.0
10_1.0_12-36,1.0
10_1.0_12-37,1.0
10_1.0_12-38,1.0
10_1.0_12-39,1.0
10_1.0_12-4,1.0
10_1.0_12-40,1.0
10_1.0_12-41,1.0
10_1.0_12-42,1.0
10_1.0_12-5,1.0
10_1.0_12-6,1.0
10_1.0_12-7,1.0
10_1.0_12-8,1.0
10_1.0_12-9,1.0
10_1.0_17-0,1.0
10_1.0_17-1,1.0
10_1.0_17-10,1.0
10_1.0_17-11,1.0
10_1.0_17-12,1.0
10_1.0_17-13,1.0
10_1.0_17-14,1.0
10_1.0_17-15,1.0
10_1.0_17-16,1.0
10_1.0_17-17,1.0
10_1.0_17-18,1.0
10_1.0_17-19,1.0
10_1.0_17-2,1.0
10_1.0_17-20,1.0
10_1.0_17-21,1.0
10_1.0_17-22,1.0
10_1.0_17-23,1.0
10_1.0_17-24,1.0
10_1.0_17-25,1.0
10_1.0_17-26,1.0
10_1.0_17-27,1.0
10_1.0_17-28,1.0
10_1.0_17-29,1.0
10_1.0_17-3,1.0
10_1.0_17-30,1.0
10_1.0_17-31,1.0
10_1.0_17-32,1.0
10_1.0_17-33,1.0
10_1.0_17-34,1.0
10_1.0_17-35,1.0
10_1.0_17-36,1.0
10_1.0_17-37,1.0
10_1.0_17-38,1.0
10_1.0_17-39,1.0
10_1.0_17-4,1.0
10_1.0_17-40,1.0
10_1.0_17-41,1.0
10_1.0_17-42,1.0
10_1.0_17-43,1.0
10_1.0_17-44,1.0
10_1.0_17-45,1.0
10_1.0_17-46,1.0
10_1.0_17-5,1.0
10_1.0_17-6,1.0
10_1.0_17-7,1.0
10_1.0_17-8,1.0
10_1.0_17-9,1.0
10_1.0_2-0,1.0
10_1.0_2-1,1.0
10_1.0_2-10,1.0
10_1.0_2-11,1.0
10_1.0_2-12,1.0
10_1.0_2-13,1.0
10_1.0_2-14,1.0
10_1.0_2-15,1.0
10_1.0_2-16,1.0
10_1.0_2-17,1.0
10_1.0_2-18,1.0
10_1.0_2-19,1.0
10_1.0_2-2,1.0
10_1.0_2-20,1.0
10_1.0_2-21,1.0
10_1.0_2-22,1.0
10_1.0_2-23,1.0
10_1.0_2-3,1.0
10_1.0_2-4,1.0
10_1.0_2-5,1.0
10_1.0_2-6,1.0
10_1.0_2-7,1.0
10_1.0_2-8,1.0
10_1.0_2-9,1.0
10_1.0_25-0,1.0
10_1.0_25-1,1.0
10_1.0_25-10,1.0
10_1.0_25-11,1.0
10_1.0_25-12,1.0
10_1.0_25-13,1.0
10_1.0_25-14,1.0
10_1.0_25-15,1.0
10_1.0_25-16,1.0
10_1.0_25-17,1.0
10_1.0_25-18,1.0
10_1.0_25-19,1.0
10_1.0_25-2,1.0
10_1.0_25-20,1.0
10_1.0_25-21,1.0
10_1.0_25-22,1.0
10_1.0_25-23,1.0
10_1.0_25-3,1.0
10_1.0_25-4,1.0
10_1.0_25-5,1.0
10_1.0_25-6,1.0
10_1.0_25-7,1.0
10_1.0_25-8,1.0
10_1.0_25-9,1.0
10_1.0_28-0,1.0
10_1.0_28-1,1.0
10_1.0_28-10,1.0
10_1.0_28-11,1.0
10_1.0_28-12,1.0
10_1.0_28-13,1.0
10_1.0_28-14,1.0
10_1.0_28-15,1.0
10_1.0_28-16,1.0
10_1.0_28-17,1.0
10_1.0_28-18,1.0
10_1.0_28-19,1.0
10_1.0_28-2,1.0
10_1.0_28-20,1.0
10_1.0_28-21,1.0
10_1.0_28-22,1.0
10_1.0_28-3,1.0
10_1.0_28-4,1.0
10_1.0_28-5,1.0
10_1.0_28-6,1.0
10_1.0_28-7,1.0
10_1.0_28-8,1.0
10_1.0_28-9,1.0
10_1.0_32-0,1.0
10_1.0_32-1,1.0
10_1.0_32-10,1.0
10_1.0_32-11,1.0
10_1.0_32-12,1.0
10_1.0_32-13,1.0
10_1.0_32-14,1.0
10_1.0_32-15,1.0
10_1.0_32-2,1.0
10_1.0_32-3,1.0
10_1.0_32-4,1.0
10_1.0_32-5,1.0
10_1.0_32-6,1.0
10_1.0_32-7,1.0
10_1.0_32-8,1.0
10_1.0_32-9,1.0
10_1.0_40-0,1.0
10_1.0_40-1,1.0
10_1.0_40-10,1.0
10_1.0_40-11,1.0
10_1.0_40-12,1.0
10_1.0_40-13,1.0
10_1.0_40-14,1.0
10_1.0_40-15,1.0
10_1.0_40-16,1.0
10_1.0_40-17,1.0
10_1.0_40-18,1.0
10_1.0_40-19,1.0
10_1.0_40-2,1.0
10_1.0_40-20,1.0
10_1.0_40-21,1.0
10_1.0_40-22,1.0
10_1.0_40-23,1.0
10_1.0_40-24,1.0
10_1.0_40-25,1.0
10_1.0_40-26,1.0
10_1.0_40-27,1.0
10_1.0_40-28,1.0
10_1.0_40-29,1.0
10_1.0_40-3,1.0
10_1.0_40-30,1.0
10_1.0_40-31,1.0
10_1.0_40-32,1.0
10_1.0_40-33,1.0
10_1.0_40-34,1.0
10_1.0_40-35,1.0
10_1.0_40-36,1.0
10_1.0_40-37,1.0
10_1.0_40-38,1.0
10_1.0_40-39,1.0
10_1.0_40-4,1.0
10_1.0_40-40,1.0
10_1.0_40-41,1.0
10_1.0_40-42,1.0
10_1.0_40-43,1.0
10_1.0_40-44,1.0
10_1.0_40-45,1.0
10_1.0_40-46,1.0
10_1.0_40-47,1.0
10_1.0_40-48,1.0
10_1.0_40-49,1.0
10_1.0_40-5,1.0
10_1.0_40-50,1.0
10_1.0_40-51,1.0
10_1.0_40-52,1.0
10_1.0_40-53,1.0
10_1.0_40-54,1.0
10_1.0_40-55,1.0
10_1.0_40-56,1.0
10_1.0_40-57,1.0
10_1.0_40-58,1.0
10_1.0_40-59,1.0
10_1.0_40-6,1.0
10_1.0_40-60,1.0
10_1.0_40-61,1.0
10_1.0_40-62,1.0
10_1.0_40-63,1.0
10_1.0_40-64,1.0
10_1.0_40-65,1.0
10_1.0_40-66,1.0
10_1.0_40-67,1.0
10_1.0_40-68,1.0
10_1.0_40-69,1.0
10_1.0_40-7,1.0
10_1.0_40-70,1.0
10_1.0_40-8,1.0
10_1.0_40-9,1.0
10_1.0_43-0,1.0
10_1.0_43-1,1.0
10_1.0_43-10,1.0
10_1.0_43-11,1.0
10_1.0_43-12,1.0
10_1.0_43-13,1.0
10_1.0_43-14,1.0
10_1.0_43-15,1.0
10_1.0_43-16,1.0
10_1.0_43-17,1.0
10_1.0_43-18,1.0
10_1.0_43-19,1.0
10_1.0_43-2,1.0
10_1.0_43-20,1.0
10_1.0_43-21,1.0
10_1.0_43-22,1.0
10_1.0_43-23,1.0
10_1.0_43-24,1.0
10_1.0_43-25,1.0
10_1.0_43-26,1.0
10_1.0_43-27,1.0
10_1.0_43-28,1.0
10_1.0_43-29,1.0
10_1.0_43-3,1.0
10_1.0_43-30,1.0
10_1.0_43-31,1.0
10_1.0_43-32,1.0
10_1.0_43-33,1.0
10_1.0_43-34,1.0
10_1.0_43-35,1.0
10_1.0_43-36,1.0
10_1.0_43-37,1.0
10_1.0_43-38,1.0
10_1.0_43-39,1.0
10_1.0_43-4,1.0
10_1.0_43-40,1.0
10_1.0_43-41,1.0
10_1.0_43-42,1.0
10_1.0_43-43,1.0
10_1.0_43-44,1.0
10_1.0_43-45,1.0
10_1.0_43-46,1.0
10_1.0_43-47,1.0
10_1.0_43-48,1.0
10_1.0_43-49,1.0
10_1.0_43-5,1.0
10_1.0_43-50,1.0
10_1.0_43-6,1.0
10_1.0_43-7,1.0
10_1.0_43-8,1.0
10_1.0_43-9,1.0
10_1.0_7-0,1.0
10_1.0_7-1,1.0
10_1.0_7-10,1.0
10_1.0_7-11,1.0
10_1.0_7-12,1.0
10_1.0_7-13,1.0
10_1.0_7-14,1.0
10_1.0_7-15,1.0
10_1.0_7-16,1.0
10_1.0_7-17,1.0
10_1.0_7-18,1.0
10_1.0_7-19,1.0
10_1.0_7-2,1.0
10_1.0_7-20,1.0
10_1.0_7-21,1.0
10_1.0_7-22,1.0
10_1.0_7-23,1.0
10_1.0_7-24,1.0
10_1.0_7-25,1.0
10_1.0_7-26,1.0
10_1.0_7-27,1.0
10_1.0_7-28,1.0
10_1.0_7-29,1.0
10_1.0_7-3,1.0
10_1.0_7-30,1.0
10_1.0_7-31,1.0
10_1.0_7-32,1.0
10_1.0_7-33,1.0
10_1.0_7-34,1.0
10_1.0_7-35,1.0
10_1.0_7-36,1.0
10_1.0_7-37,1.0
10_1.0_7-38,1.0
10_1.0_7-39,1.0
10_1.0_7-4,1.0
10_1.0_7-40,1.0
10_1.0_7-41,1.0
10_1.0_7-42,1.0
10_1.0_7-43,1.0
10_1.0_7-44,1.0
10_1.0_7-45,1.0
10_1.0_7-46,1.0
10_1.0_7-47,1.0
10_1.0_7-48,1.0
10_1.0_7-49,1.0
10_1.0_7-5,1.0
10_1.0_7-50,1.0
10_1.0_7-51,1.0
10_1.0_7-52,1.0
10_1.0_7-53,1.0
10_1.0_7-54,1.0
10_1.0_7-55,1.0
10_1.0_7-56,1.0
10_1.0_7-57,1.0
10_1.0_7-58,1.0
10_1.0_7-59,1.0
10_1.0_7-6,1.0
10_1.0_7-60,1.0
10_1.0_7-61,1.0
10_1.0_7-62,1.0
10_1.0_7-63,1.0
10_1.0_7-64,1.0
10_1.0_7-65,1.0
10_1.0_7-66,1.0
10_1.0_7-67,1.0
10_1.0_7-68,1.0
10_1.0_7-69,1.0
10_1.0_7-7,1.0
10_1.0_7-70,1.0
10_1.0_7-71,1.0
10_1.0_7-72,1.0
10_1.0_7-73,1.0
10_1.0_7-8,1.0
10_1.0_7-9,1.0
10_2.0_14-0,2.0
10_2.0_14-1,2.0
10_2.0_14-10,2.0
10_2.0_14-11,2.0
10_2.0_14-12,2.0
10_2.0_14-13,2.0
10_2.0_14-14,2.0
10_2.0_14-15,2.0
10_2.0_14-16,2.0
10_2.0_14-17,2.0
10_2.0_14-18,2.0
10_2.0_14-19,2.0
10_2.0_14-2,2.0
10_2.0_14-20,2.0
10_2.0_14-21,2.0
10_2.0_14-22,2.0
10_2.0_14-23,2.0
10_2.0_14-24,2.0
10_2.0_14-25,2.0
10_2.0_14-26,2.0
10_2.0_14-27,2.0
10_2.0_14-28,2.0
10_2.0_14-29,2.0
10_2.0_14-3,2.0
10_2.0_14-30,2.0
10_2.0_14-31,2.0
10_2.0_14-32,2.0
10_2.0_14-33,2.0
10_2.0_14-34,2.0
10_2.0_14-35,2.0
10_2.0_14-36,2.0
10_2.0_14-37,2.0
10_2.0_14-38,2.0
10_2.0_14-39,2.0
10_2.0_14-4,2.0
10_2.0_14-40,2.0
10_2.0_14-41,2.0
10_2.0_14-42,2.0
10_2.0_14-43,2.0
10_2.0_14-44,2.0
10_2.0_14-45,2.0
10_2.0_14-46,2.0
10_2.0_14-47,2.0
10_2.0_14-48,2.0
10_2.0_14-49,2.0
10_2.0_14-5,2.0
10_2.0_14-50,2.0
10_2.0_14-51,2.0
10_2.0_14-52,2.0
10_2.0_14-53,2.0
10_2.0_14-54,2.0
10_2.0_14-55,2.0
10_2.0_14-56,2.0
10_2.0_14-57,2.0
10_2.0_14-58,2.0
10_2.0_14-59,2.0
10_2.0_14-6,2.0
10_2.0_14-7,2.0
10_2.0_14-8,2.0
10_2.0_14-9,2.0
10_2.0_16-0,2.0
10_2.0_16-1,2.0
10_2.0_16-10,2.0
10_2.0_16-11,2.0
10_2.0_16-12,2.0
10_2.0_16-13,2.0
10_2.0_16-14,2.0
10_2.0_16-15,2.0
10_2.0_16-16,2.0
10_2.0_16-17,2.0
10_2.0_16-18,2.0
10_2.0_16-19,2.0
10_2.0_16-2,2.0
10_2.0_16-20,2.0
10_2.0_16-21,2.0
10_2.0_16-22,2.0
10_2.0_16-23,2.0
10_2.0_16-24,2.0
10_2.0_16-25,2.0
10_2.0_16-26,2.0
10_2.0_16-27,2.0
10_2.0_16-28,2.0
10_2.0_16-29,2.0
10_2.0_16-3,2.0
10_2.0_16-30,2.0
10_2.0_16-31,2.0
10_2.0_16-32,2.0
10_2.0_16-33,2.0
10_2.0_16-34,2.0
10_2.0_16-35,2.0
10_2.0_16-36,2.0
10_2.0_16-37,2.0
10_2.0_16-38,2.0
10_2.0_16-39,2.0
10_2.0_16-4,2.0
10_2.0_16-40,2.0
10_2.0_16-41,2.0
10_2.0_16-42,2.0
10_2.0_16-43,2.0
10_2.0_16-44,2.0
10_2.0_16-45,2.0
10_2.0_16-46,2.0
10_2.0_16-47,2.0
10_2.0_16-48,2.0
10_2.0_16-49,2.0
10_2.0_16-5,2.0
10_2.0_16-50,2.0
10_2.0_16-51,2.0
10_2.0_16-52,2.0
10_2.0_16-53,2.0
10_2.0_16-54,2.0
10_2.0_16-55,2.0
10_2.0_16-56,2.0
10_2.0_16-57,2.0
10_2.0_16-58,2.0
10_2.0_16-6,2.0
10_2.0_16-7,2.0
10_2.0_16-8,2.0
10_2.0_16-9,2.0
10_2.0_24-0,2.0
10_2.0_24-1,2.0
10_2.0_24-10,2.0
10_2.0_24-11,2.0
10_2.0_24-12,2.0
10_2.0_24-13,2.0
10_2.0_24-14,2.0
10_2.0_24-15,2.0
10_2.0_24-16,2.0
10_2.0_24-17,2.0
10_2.0_24-18,2.0
10_2.0_24-19,2.0
10_2.0_24-2,2.0
10_2.0_24-20,2.0
10_2.0_24-21,2.0
10_2.0_24-22,2.0
10_2.0_24-23,2.0
10_2.0_24-24,2.0
10_2.0_24-25,2.0
10_2.0_24-26,2.0
10_2.0_24-27,2.0
10_2.0_24-28,2.0
10_2.0_24-29,2.0
10_2.0_24-3,2.0
10_2.0_24-4,2.0
10_2.0_24-5,2.0
10_2.0_24-6,2.0
10_2.0_24-7,2.0
10_2.0_24-8,2.0
10_2.0_24-9,2.0
10_2.0_29-0,2.0
10_2.0_29-1,2.0
10_2.0_29-10,2.0
10_2.0_29-11,2.0
10_2.0_29-12,2.0
10_2.0_29-13,2.0
10_2.0_29-14,2.0
10_2.0_29-15,2.0
10_2.0_29-16,2.0
10_2.0_29-17,2.0
10_2.0_29-18,2.0
10_2.0_29-19,2.0
10_2.0_29-2,2.0
10_2.0_29-20,2.0
10_2.0_29-21,2.0
10_2.0_29-22,2.0
10_2.0_29-23,2.0
10_2.0_29-24,2.0
10_2.0_29-25,2.0
10_2.0_29-26,2.0
10_2.0_29-27,2.0
10_2.0_29-28,2.0
10_2.0_29-29,2.0
10_2.0_29-3,2.0
10_2.0_29-30,2.0
10_2.0_29-31,2.0
10_2.0_29-32,2.0
10_2.0_29-33,2.0
10_2.0_29-34,2.0
10_2.0_29-35,2.0
10_2.0_29-36,2.0
10_2.0_29-37,2.0
10_2.0_29-38,2.0
10_2.0_29-39,2.0
10_2.0_29-4,2.0
10_2.0_29-40,2.0
10_2.0_29-41,2.0
10_2.0_29-42,2.0
10_2.0_29-43,2.0
10_2.0_29-44,2.0
10_2.0_29-45,2.0
10_2.0_29-46,2.0
10_2.0_29-47,2.0
10_2.0_29-48,2.0
10_2.0_29-49,2.0
10_2.0_29-5,2.0
10_2.0_29-50,2.0
10_2.0_29-51,2.0
10_2.0_29-52,2.0
10_2.0_29-53,2.0
10_2.0_29-6,2.0
10_2.0_29-7,2.0
10_2.0_29-8,2.0
10_2.0_29-9,2.0
10_2.0_31-0,2.0
10_2.0_31-1,2.0
10_2.0_31-10,2.0
10_2.0_31-11,2.0
10_2.0_31-12,2.0
10_2.0_31-13,2.0
10_2.0_31-14,2.0
10_2.0_31-15,2.0
10_2.0_31-16,2.0
10_2.0_31-17,2.0
10_2.0_31-18,2.0
10_2.0_31-19,2.0
10_2.0_31-2,2.0
10_2.0_31-20,2.0
10_2.0_31-21,2.0
10_2.0_31-22,2.0
10_2.0_31-23,2.0
10_2.0_31-24,2.0
10_2.0_31-25,2.0
10_2.0_31-26,2.0
10_2.0_31-27,2.0
10_2.0_31-28,2.0
10_2.0_31-29,2.0
10_2.0_31-3,2.0
10_2.0_31-30,2.0
10_2.0_31-31,2.0
10_2.0_31-32,2.0
10_2.0_31-33,2.0
10_2.0_31-34,2.0
10_2.0_31-35,2.0
10_2.0_31-36,2.0
10_2.0_31-37,2.0
10_2.0_31-38,2.0
10_2.0_31-39,2.0
10_2.0_31-4,2.0
10_2.0_31-40,2.0
10_2.0_31-41,2.0
10_2.0_31-42,2.0
10_2.0_31-43,2.0
10_2.0_31-44,2.0
10_2.0_31-45,2.0
10_2.0_31-46,2.0
10_2.0_31-47,2.0
10_2.0_31-48,2.0
10_2.0_31-49,2.0
10_2.0_31-5,2.0
10_2.0_31-50,2.0
10_2.0_31-51,2.0
10_2.0_31-52,2.0
10_2.0_31-53,2.0
10_2.0_31-54,2.0
10_2.0_31-55,2.0
10_2.0_31-56,2.0
10_2.0_31-57,2.0
10_2.0_31-58,2.0
10_2.0_31-59,2.0
10_2.0_31-6,2.0
10_2.0_31-60,2.0
10_2.0_31-61,2.0
10_2.0_31-62,2.0
10_2.0_31-63,2.0
10_2.0_31-64,2.0
10_2.0_31-65,2.0
10_2.0_31-66,2.0
10_2.0_31-67,2.0
10_2.0_31-68,2.0
10_2.0_31-69,2.0
10_2.0_31-7,2.0
10_2.0_31-70,2.0
10_2.0_31-71,2.0
10_2.0_31-8,2.0
10_2.0_31-9,2.0
10_2.0_39-0,2.0
10_2.0_39-1,2.0
10_2.0_39-10,2.0
10_2.0_39-11,2.0
10_2.0_39-12,2.0
10_2.0_39-13,2.0
10_2.0_39-14,2.0
10_2.0_39-15,2.0
10_2.0_39-16,2.0
10_2.0_39-17,2.0
10_2.0_39-18,2.0
10_2.0_39-19,2.0
10_2.0_39-2,2.0
10_2.0_39-20,2.0
10_2.0_39-21,2.0
10_2.0_39-22,2.0
10_2.0_39-23,2.0
10_2.0_39-24,2.0
10_2.0_39-25,2.0
10_2.0_39-26,2.0
10_2.0_39-27,2.0
10_2.0_39-28,2.0
10_2.0_39-29,2.0
10_2.0_39-3,2.0
10_2.0_39-30,2.0
10_2.0_39-31,2.0
10_2.0_39-32,2.0
10_2.0_39-33,2.0
10_2.0_39-34,2.0
10_2.0_39-35,2.0
10_2.0_39-36,2.0
10_2.0_39-37,2.0
10_2.0_39-38,2.0
10_2.0_39-39,2.0
10_2.0_39-4,2.0
10_2.0_39-40,2.0
10_2.0_39-41,2.0
10_2.0_39-42,2.0
10_2.0_39-43,2.0
10_2.0_39-44,2.0
10_2.0_39-45,2.0
10_2.0_39-46,2.0
10_2.0_39-47,2.0
10_2.0_39-48,2.0
10_2.0_39-49,2.0
